year,game_date,team,team_div,opponent,opponent_div,team_score,opponent_score,outcome
1999,1998-11-21,Wisconsin,I,Denver,I,3,5,0.0
1999,1998-11-21,Mass Coll Lib Arts,III,New England College,III,1,18,0.0
1999,1998-11-21,Plattsburgh,III,Elmira,III,6,3,1.0
1999,1998-11-21,Northeastern,I,New Hampshire,I,2,4,0.0
1999,1998-11-21,Iona,I,Fairfield,I,6,2,1.0
1999,1998-11-21,Nebraska-Omaha,I,Niagara,I,2,6,0.0
1999,1998-11-21,New Hampshire College,II,Nichols,III,12,1,1.0
1999,1998-11-21,Minnesota,I,Alaska-Anchorage,I,4,1,1.0
1999,1998-11-21,Colorado College,I,North Dakota,I,4,5,0.0
1999,1998-11-21,Ferris State,I,Northern Michigan,I,4,2,1.0
1999,1998-11-21,American International,I,Canisius,I,4,2,1.0
1999,1998-11-21,Curry,III,Assumption,II,3,4,0.0
1999,1998-11-21,American International,I,Canisius,I,4,2,1.0
1999,1998-11-21,Findlay,II,Oswego,III,2,1,1.0
1999,1998-11-21,Curry,III,Assumption,II,3,4,0.0
1999,1998-11-21,RIT,III,Geneseo,III,13,3,1.0
1999,1998-11-21,Salve Regina,III,Plymouth State,III,1,13,0.0
1999,1998-11-21,Brown,I,Princeton,I,3,3,0.5
1999,1998-11-21,Quinnipiac College,II,Sacred Heart,I,7,1,1.0
1999,1998-11-21,Quinnipiac College,II,Sacred Heart,I,7,1,1.0
1999,1998-11-21,St. Norbert,III,Bemidji State,II,1,4,0.0
1999,1998-11-21,Hamilton,III,Colby,III,1,3,0.0
1999,1998-11-21,Framingham State,III,Southern Maine,III,0,10,0.0
1999,1998-11-21,St. Mary's,III,Lake Forest,III,3,2,1.0
1999,1998-11-21,Williams,III,St. Anselm,II,4,1,1.0
1999,1998-11-21,Clarkson,I,St. Lawrence,I,1,3,0.0
1999,1998-11-21,Potsdam,III,Bentley,II,4,7,0.0
1999,1998-11-21,Dartmouth,I,Colgate,I,1,6,0.0
1999,1998-11-21,Johnson and Wales,III,Lebanon Valley,III,4,5,0.0
1999,1998-11-21,Stonehill,II,St. Michael's,II,8,4,1.0
1999,1998-11-21,Providence,I,Maine,I,2,3,0.0
1999,1998-11-21,St. Scholastica,III,St. Olaf,III,3,4,0.0
1999,1998-11-21,Air Force,I,Concordia (Minn.),III,8,0,1.0
1999,1998-11-21,Air Force,I,Concordia (Minn.),III,8,0,1.0
1999,1998-11-21,Suffolk,III,Tufts,III,4,10,0.0
1999,1998-11-21,Union,I,Massachusetts,I,2,4,0.0
1999,1998-11-21,Buffalo State,III,Mercyhurst,II,3,11,0.0
1999,1998-11-21,Babson,III,Amherst,III,0,7,0.0
1999,1998-11-21,Holy Cross,I,Connecticut,I,4,2,1.0
1999,1998-11-21,Worcester State,III,Wentworth,III,2,6,0.0
1999,1998-11-21,Middlebury,III,Wesleyan,III,5,1,1.0
1999,1998-11-21,Massachusetts-Lowell,I,Merrimack,I,3,6,0.0
1999,1998-11-21,Michigan State,I,Western Michigan,I,4,1,1.0
1999,1998-11-21,Ohio State,I,Miami,I,1,4,0.0
1999,1998-11-21,Norwich,III,Connecticut College,III,5,1,1.0
1999,1998-11-21,Michigan State,I,Western Michigan,I,4,1,1.0
1999,1998-11-21,Notre Dame,I,Michigan,I,0,1,0.0
1999,1998-11-21,Vermont,I,Cornell,I,5,3,1.0
1999,1998-11-21,Boston College,I,Boston University,I,2,4,0.0
1999,1998-11-21,Wisconsin-Eau Claire,III,Wisconsin-Superior,III,6,7,0.0
1999,1998-11-21,Harvard,I,Yale,I,1,7,0.0
1999,1998-11-21,Skidmore,III,Bowdoin,III,0,10,0.0
1999,1998-11-22,Johnson and Wales,III,Neumann,III,7,2,1.0
1999,1998-11-22,St. Scholastica,III,St. Olaf,III,1,4,0.0
1999,1998-11-24,Notre Dame,I,Ferris State,I,2,4,0.0
1999,1998-11-24,Cornell,I,Northeastern,I,4,2,1.0
1999,1998-11-24,Fitchburg State,III,Framingham State,III,3,2,1.0
1999,1998-11-24,Bentley,II,Salem State,III,4,6,0.0
1999,1998-11-24,Plymouth State,III,St. Michael's,II,2,5,0.0
1999,1998-11-24,Salve Regina,III,Stonehill,II,1,7,0.0
1999,1998-11-24,Wentworth,III,Suffolk,III,6,3,1.0
1999,1998-11-24,Nichols,III,Massachusetts-Dartmouth,III,0,12,0.0
1999,1998-11-24,Massachusetts,I,Vermont,I,1,2,0.0
1999,1998-11-24,Army,I,Connecticut,I,2,4,0.0
1999,1998-11-24,Johnson and Wales,III,Western New England,III,3,6,0.0
1999,1998-11-24,Harvard,I,Boston University,I,5,3,1.0
1999,1998-11-26,St. John's,III,Bethel,III,9,3,1.0
1999,1998-11-26,Gustavus Adolphus,III,Concordia (Minn.),III,1,0,1.0
1999,1998-11-27,Alaska-Anchorage,I,Minnesota-Duluth,I,3,1,1.0
1999,1998-11-27,Dartmouth,I,Nebraska-Omaha,I,2,1,1.0
1999,1998-11-27,Holy Cross,I,Army,I,1,6,0.0
1999,1998-11-27,Maine,I,New Hampshire,I,4,3,1.0
1999,1998-11-27,Miami,I,Bowling Green,I,1,5,0.0
1999,1998-11-27,Plattsburgh,III,Norwich,III,3,5,0.0
1999,1998-11-27,Princeton,I,Providence,I,6,5,1.0
1999,1998-11-27,Niagara,I,Rensselaer,I,3,2,1.0
1999,1998-11-27,Boston University,I,Clarkson,I,2,4,0.0
1999,1998-11-27,North Dakota,I,St. Cloud State,I,4,3,1.0
1999,1998-11-27,Boston College,I,St. Lawrence,I,6,2,1.0
1999,1998-11-27,Bethel,III,St. Mary's,III,7,6,1.0
1999,1998-11-27,Gustavus Adolphus,III,St. Olaf,III,5,3,1.0
1999,1998-11-27,Ohio State,I,Alaska,I,3,2,1.0
1999,1998-11-27,Lake Forest,III,St. Scholastica,III,3,4,0.0
1999,1998-11-27,Air Force,I,Colorado College,I,2,8,0.0
1999,1998-11-27,Connecticut,I,Mankato State,I,2,8,0.0
1999,1998-11-27,Vermont,I,Massachusetts-Lowell,I,4,3,1.0
1999,1998-11-27,Northern Michigan,I,Western Michigan,I,6,3,1.0
1999,1998-11-27,Yale,I,Merrimack,I,3,6,0.0
1999,1998-11-27,New England College,III,Alabama-Huntsville,I,3,11,0.0
1999,1998-11-27,Northern Michigan,I,Western Michigan,I,6,3,1.0
1999,1998-11-27,Michigan State,I,Wisconsin,I,3,1,1.0
1999,1998-11-27,Potsdam,III,Middlebury,III,1,6,0.0
1999,1998-11-27,Michigan,I,Minnesota,I,3,2,1.0
1999,1998-11-28,Alaska-Anchorage,I,Minnesota-Duluth,I,1,1,0.5
1999,1998-11-28,Dartmouth,I,Nebraska-Omaha,I,4,7,0.0
1999,1998-11-28,Northern Michigan,I,Bowling Green,I,3,5,0.0
1999,1998-11-28,Northeastern,I,Army,I,5,1,1.0
1999,1998-11-28,Southern Maine,III,Elmira,III,2,10,0.0
1999,1998-11-28,Plymouth State,III,New Hampshire College,II,1,3,0.0
1999,1998-11-28,St. Michael's,II,Nichols,III,6,3,1.0
1999,1998-11-28,Harvard,I,Brown,I,4,4,0.5
1999,1998-11-28,Middlebury,III,Norwich,III,2,5,0.0
1999,1998-11-28,Potsdam,III,Plattsburgh,III,5,13,0.0
1999,1998-11-28,Massachusetts-Dartmouth,III,Babson,III,5,2,1.0
1999,1998-11-28,Boston College,I,Clarkson,I,1,2,0.0
1999,1998-11-28,St. Thomas,III,Bemidji State,II,4,5,0.0
1999,1998-11-28,Salem State,III,St. Anselm,II,4,2,1.0
1999,1998-11-28,Ferris State,I,Lake Superior,I,1,0,1.0
1999,1998-11-28,North Dakota,I,St. Cloud State,I,7,4,1.0
1999,1998-11-28,Brockport,III,Bentley,II,3,1,1.0
1999,1998-11-28,Boston University,I,St. Lawrence,I,2,1,1.0
1999,1998-11-28,Vermont,I,Maine,I,0,2,0.0
1999,1998-11-28,St. John's,III,St. Olaf,III,3,4,0.0
1999,1998-11-28,Lake Forest,III,St. Scholastica,III,6,2,1.0
1999,1998-11-28,Massachusetts,I,Colorado College,I,2,4,0.0
1999,1998-11-28,Connecticut,I,Mankato State,I,1,3,0.0
1999,1998-11-28,Ohio State,I,Alaska,I,3,1,1.0
1999,1998-11-28,Assumption,II,Tufts,III,1,5,0.0
1999,1998-11-28,Bethel,III,Concordia (Minn.),III,3,4,0.0
1999,1998-11-28,New Hampshire,I,Massachusetts-Lowell,I,5,1,1.0
1999,1998-11-28,Niagara,I,Union,I,3,3,0.5
1999,1998-11-28,Oswego,III,Mercyhurst,II,3,5,0.0
1999,1998-11-28,New England College,III,Alabama-Huntsville,I,3,11,0.0
1999,1998-11-28,Trinity,III,Wesleyan,III,5,1,1.0
1999,1998-11-28,Miami,I,Western Michigan,I,1,1,0.5
1999,1998-11-28,Miami,I,Western Michigan,I,1,1,0.5
1999,1998-11-28,RIT,III,Williams,III,3,2,1.0
1999,1998-11-28,Colgate,I,Cornell,I,3,2,1.0
1999,1998-11-28,Connecticut College,III,Amherst,III,1,5,0.0
1999,1998-11-28,Providence,I,Yale,I,5,3,1.0
1999,1998-11-29,Mercyhurst,II,Elmira,III,0,1,0.0
1999,1998-11-29,Tufts,III,New Hampshire College,II,1,4,0.0
1999,1998-11-29,Massachusetts,I,Air Force,I,6,2,1.0
1999,1998-11-29,Plymouth State,III,Assumption,II,4,0,1.0
1999,1998-11-29,Bentley,II,Babson,III,7,4,1.0
1999,1998-11-29,Merrimack,I,Princeton,I,1,4,0.0
1999,1998-11-29,St. Thomas,III,Bemidji State,II,4,3,1.0
1999,1998-11-29,Oswego,III,Southern Maine,III,5,0,1.0
1999,1998-11-29,Amherst,III,Trinity,III,4,1,1.0
1999,1998-11-29,Brockport,III,Massachusetts-Dartmouth,III,5,2,1.0
1999,1998-11-29,Connecticut College,III,Wesleyan,III,8,0,1.0
1999,1998-11-29,Michigan,I,Wisconsin,I,1,1,0.5
1999,1998-11-29,Michigan State,I,Minnesota,I,1,2,0.0
1999,1998-11-29,St. Anselm,II,Bowdoin,III,2,8,0.0
1999,1998-11-30,Worcester State,III,Curry,III,8,4,1.0
1999,1998-11-30,Worcester State,III,Curry,III,8,4,1.0
1999,1998-12-01,Sacred Heart,I,Army,I,3,6,0.0
1999,1998-12-01,Sacred Heart,I,Army,I,3,6,0.0
1999,1998-12-01,Stonehill,II,Nichols,III,5,4,1.0
1999,1998-12-01,Hobart,III,Oswego,III,1,5,0.0
1999,1998-12-01,Elmira,III,Hamilton,III,5,3,1.0
1999,1998-12-01,Harvard,I,Rensselaer,I,4,7,0.0
1999,1998-12-01,Plymouth State,III,Southern Maine,III,1,5,0.0
1999,1998-12-01,Wisconsin-Stout,III,Wisconsin-River Falls,III,2,5,0.0
1999,1998-12-02,Curry,III,New Hampshire College,II,2,4,0.0
1999,1998-12-02,Curry,III,New Hampshire College,II,2,4,0.0
1999,1998-12-02,Massachusetts-Dartmouth,III,Fitchburg State,III,3,3,0.5
1999,1998-12-02,Tufts,III,St. Michael's,II,2,3,0.0
1999,1998-12-02,Worcester State,III,Suffolk,III,5,4,1.0
1999,1998-12-03,Framingham State,III,Assumption,II,6,1,1.0
1999,1998-12-03,Western New England,III,Stonehill,II,4,6,0.0
1999,1998-12-03,Providence,I,Merrimack,I,2,3,0.0
1999,1998-12-04,Amherst,III,New England College,III,8,1,1.0
1999,1998-12-04,Boston College,I,New Hampshire,I,1,6,0.0
1999,1998-12-04,Potsdam,III,Brockport,III,6,2,1.0
1999,1998-12-04,Lebanon Valley,III,Nichols,III,2,4,0.0
1999,1998-12-04,Massachusetts-Lowell,I,Northeastern,I,2,1,1.0
1999,1998-12-04,St. Lawrence,I,Brown,I,5,2,1.0
1999,1998-12-04,Alaska,I,Northern Michigan,I,3,5,0.0
1999,1998-12-04,Notre Dame,I,Ohio State,I,3,4,0.0
1999,1998-12-04,Oswego,III,Fredonia,III,2,4,0.0
1999,1998-12-04,Air Force,I,Alaska-Anchorage,I,1,3,0.0
1999,1998-12-04,Plattsburgh,III,Geneseo,III,5,3,1.0
1999,1998-12-04,St. Thomas,III,Gustavus Adolphus,III,3,4,0.0
1999,1998-12-04,Mass Coll Lib Arts,III,Hamilton,III,4,13,0.0
1999,1998-12-04,Southern Maine,III,Babson,III,2,6,0.0
1999,1998-12-04,Clarkson,I,Harvard,I,2,1,1.0
1999,1998-12-04,Merrimack,I,Providence,I,2,3,0.0
1999,1998-12-04,Quinnipiac College,II,Holy Cross,I,6,3,1.0
1999,1998-12-04,Canisius,I,Sacred Heart,I,10,2,1.0
1999,1998-12-04,Canisius,I,Sacred Heart,I,10,2,1.0
1999,1998-12-04,Williams,III,Skidmore,III,3,1,1.0
1999,1998-12-04,Trinity,III,St. Anselm,II,4,3,1.0
1999,1998-12-04,Rensselaer,I,Colgate,I,4,3,1.0
1999,1998-12-04,Western Michigan,I,Lake Superior,I,0,6,0.0
1999,1998-12-04,Western Michigan,I,Lake Superior,I,0,6,0.0
1999,1998-12-04,Lake Forest,III,St. Norbert,III,1,5,0.0
1999,1998-12-04,Iona,I,American International,I,3,6,0.0
1999,1998-12-04,St. Cloud State,I,Colorado College,I,5,3,1.0
1999,1998-12-04,Iona,I,American International,I,3,6,0.0
1999,1998-12-04,Concordia (Minn.),III,Bethel,III,3,2,1.0
1999,1998-12-04,Fairfield,I,Connecticut,I,1,8,0.0
1999,1998-12-04,Colby,III,Wesleyan,III,7,3,1.0
1999,1998-12-04,Michigan,I,Miami,I,1,0,1.0
1999,1998-12-04,Bowdoin,III,Connecticut College,III,1,3,0.0
1999,1998-12-04,St. Scholastica,III,Wisconsin-Eau Claire,III,3,9,0.0
1999,1998-12-04,Nebraska-Omaha,I,Michigan State,I,0,2,0.0
1999,1998-12-04,Wisconsin-Superior,III,Wisconsin-River Falls,III,0,1,0.0
1999,1998-12-04,Union,I,Cornell,I,2,5,0.0
1999,1998-12-04,St. Olaf,III,Wisconsin-Stout,III,0,5,0.0
1999,1998-12-04,Minnesota-Duluth,I,Michigan Tech,I,5,2,1.0
1999,1998-12-04,Massachusetts,I,Boston University,I,2,3,0.0
1999,1998-12-04,Princeton,I,Yale,I,5,2,1.0
1999,1998-12-04,Elmira,III,Middlebury,III,1,2,0.0
1999,1998-12-05,North Dakota,I,Denver,I,6,4,1.0
1999,1998-12-05,Trinity,III,New England College,III,4,5,0.0
1999,1998-12-05,Michigan,I,Bowling Green,I,5,2,1.0
1999,1998-12-05,Salve Regina,III,New Hampshire College,II,2,11,0.0
1999,1998-12-05,Connecticut,I,Fairfield,I,8,3,1.0
1999,1998-12-05,Plattsburgh,III,Brockport,III,5,5,0.5
1999,1998-12-05,Western Michigan,I,Ferris State,I,2,2,0.5
1999,1998-12-05,Western Michigan,I,Ferris State,I,2,2,0.5
1999,1998-12-05,Northland,III,Findlay,II,2,18,0.0
1999,1998-12-05,Clarkson,I,Brown,I,1,0,1.0
1999,1998-12-05,Framingham State,III,Fitchburg State,III,1,5,0.0
1999,1998-12-05,Oswego,III,Buffalo State,III,3,0,1.0
1999,1998-12-05,Massachusetts-Dartmouth,III,Norwich,III,0,5,0.0
1999,1998-12-05,Notre Dame,I,Ohio State,I,1,4,0.0
1999,1998-12-05,Air Force,I,Alaska-Anchorage,I,0,2,0.0
1999,1998-12-05,Wentworth,III,Assumption,II,7,1,1.0
1999,1998-12-05,Potsdam,III,Geneseo,III,1,5,0.0
1999,1998-12-05,Neumann,III,Plymouth State,III,1,3,0.0
1999,1998-12-05,Salem State,III,Babson,III,1,4,0.0
1999,1998-12-05,Williams,III,Hamilton,III,2,6,0.0
1999,1998-12-05,Yale,I,Princeton,I,2,5,0.0
1999,1998-12-05,St. Lawrence,I,Harvard,I,5,1,1.0
1999,1998-12-05,Holy Cross,I,Quinnipiac College,II,2,3,0.0
1999,1998-12-05,Canisius,I,Sacred Heart,I,3,2,1.0
1999,1998-12-05,Canisius,I,Sacred Heart,I,3,2,1.0
1999,1998-12-05,Tufts,III,Johnson and Wales,III,8,2,1.0
1999,1998-12-05,Mass Coll Lib Arts,III,Skidmore,III,4,5,0.0
1999,1998-12-05,St. Norbert,III,Lake Forest,III,9,1,1.0
1999,1998-12-05,Amherst,III,St. Anselm,II,6,0,1.0
1999,1998-12-05,Union,I,Colgate,I,0,3,0.0
1999,1998-12-05,Alaska,I,Lake Superior,I,5,4,1.0
1999,1998-12-05,St. Cloud State,I,Colorado College,I,3,4,0.0
1999,1998-12-05,Iona,I,American International,I,2,0,1.0
1999,1998-12-05,Gustavus Adolphus,III,St. Thomas,III,0,3,0.0
1999,1998-12-05,Iona,I,American International,I,2,0,1.0
1999,1998-12-05,Concordia (Minn.),III,Bethel,III,3,5,0.0
1999,1998-12-05,New Hampshire,I,Boston College,I,3,6,0.0
1999,1998-12-05,Boston University,I,Massachusetts,I,3,2,1.0
1999,1998-12-05,Northeastern,I,Massachusetts-Lowell,I,1,4,0.0
1999,1998-12-05,Hobart,III,Mercyhurst,II,1,7,0.0
1999,1998-12-05,Bowdoin,III,Wesleyan,III,2,3,0.0
1999,1998-12-05,Colby,III,Connecticut College,III,4,5,0.0
1999,1998-12-05,St. Scholastica,III,Wisconsin-Eau Claire,III,8,7,1.0
1999,1998-12-05,Rensselaer,I,Cornell,I,3,3,0.5
1999,1998-12-05,Nebraska-Omaha,I,Michigan State,I,1,3,0.0
1999,1998-12-05,Wisconsin-Superior,III,Wisconsin-River Falls,III,6,4,1.0
1999,1998-12-05,Lebanon Valley,III,Curry,III,5,0,1.0
1999,1998-12-05,Minnesota-Duluth,I,Michigan Tech,I,6,2,1.0
1999,1998-12-05,Lebanon Valley,III,Curry,III,5,0,1.0
1999,1998-12-06,North Dakota,I,Denver,I,5,3,1.0
1999,1998-12-06,Northland,III,Findlay,II,1,17,0.0
1999,1998-12-06,Stonehill,II,Wentworth,III,0,7,0.0
1999,1998-12-07,Nichols,III,Salve Regina,III,7,4,1.0
1999,1998-12-08,Massachusetts-Dartmouth,III,New England College,III,6,5,1.0
1999,1998-12-08,Geneseo,III,Brockport,III,4,3,1.0
1999,1998-12-08,Buffalo State,III,Fredonia,III,0,3,0.0
1999,1998-12-08,Plattsburgh,III,Potsdam,III,9,0,1.0
1999,1998-12-08,St. Anselm,II,Bentley,II,2,3,0.0
1999,1998-12-08,Williams,III,American International,I,1,2,0.0
1999,1998-12-08,Amherst,III,Wentworth,III,7,2,1.0
1999,1998-12-08,Boston College,I,Merrimack,I,2,1,1.0
1999,1998-12-08,Curry,III,Western New England,III,6,8,0.0
1999,1998-12-08,Curry,III,Western New England,III,6,8,0.0
1999,1998-12-08,St. Mary's,III,Wisconsin-River Falls,III,6,2,1.0
1999,1998-12-08,St. Thomas,III,Wisconsin-Superior,III,0,7,0.0
1999,1998-12-08,Fitchburg State,III,Worcester State,III,5,4,1.0
1999,1998-12-08,Fairfield,I,Army,I,1,9,0.0
1999,1998-12-08,Colby,III,Bowdoin,III,4,1,1.0
1999,1998-12-09,Johnson and Wales,III,New Hampshire College,II,2,7,0.0
1999,1998-12-09,St. Michael's,II,Norwich,III,4,8,0.0
1999,1998-12-09,Wesleyan,III,Framingham State,III,5,2,1.0
1999,1998-12-09,Salve Regina,III,Tufts,III,3,9,0.0
1999,1998-12-10,Buffalo State,III,RIT,III,1,11,0.0
1999,1998-12-10,Southern Maine,III,Salem State,III,2,4,0.0
1999,1998-12-10,Suffolk,III,Western New England,III,4,9,0.0
1999,1998-12-11,Colgate,I,Minnesota-Duluth,I,5,4,1.0
1999,1998-12-11,Geneseo,III,Alabama-Huntsville,I,3,11,0.0
1999,1998-12-11,Denver,I,Alaska-Anchorage,I,1,5,0.0
1999,1998-12-11,Skidmore,III,Brockport,III,4,1,1.0
1999,1998-12-11,Wisconsin,I,North Dakota,I,1,6,0.0
1999,1998-12-11,Hobart,III,Findlay,II,4,7,0.0
1999,1998-12-11,Elmira,III,Oswego,III,3,7,0.0
1999,1998-12-11,New England College,III,Plattsburgh,III,0,9,0.0
1999,1998-12-11,St. John's,III,Gustavus Adolphus,III,5,4,1.0
1999,1998-12-11,Fredonia,III,Hamilton,III,2,10,0.0
1999,1998-12-11,Niagara,I,Clarkson,I,2,2,0.5
1999,1998-12-11,Michigan Tech,I,Lake Superior,I,4,5,0.0
1999,1998-12-11,Ferris State,I,St. Lawrence,I,0,2,0.0
1999,1998-12-11,Concordia (Minn.),III,St. Mary's,III,2,6,0.0
1999,1998-12-11,Plymouth State,III,Lebanon Valley,III,5,2,1.0
1999,1998-12-11,St. Scholastica,III,St. Norbert,III,2,8,0.0
1999,1998-12-11,Mankato State,I,Colorado College,I,4,6,0.0
1999,1998-12-11,Bethel,III,St. Thomas,III,2,7,0.0
1999,1998-12-11,Northland,III,Marian,III,0,7,0.0
1999,1998-12-11,Bentley,II,Air Force,I,8,4,1.0
1999,1998-12-11,Boston University,I,Massachusetts-Lowell,I,5,3,1.0
1999,1998-12-11,St. Cloud State,I,Miami,I,5,4,1.0
1999,1998-12-11,Mass Coll Lib Arts,III,Williams,III,0,9,0.0
1999,1998-12-11,Bentley,II,Air Force,I,8,4,1.0
1999,1998-12-11,Northern Michigan,I,Michigan,I,1,6,0.0
1999,1998-12-11,Wisconsin-Stout,III,Wisconsin-Eau Claire,III,2,2,0.5
1999,1998-12-11,Wisconsin-Superior,III,Wisconsin-Stevens Point,III,2,3,0.0
1999,1998-12-11,American International,I,Middlebury,III,0,7,0.0
1999,1998-12-11,Providence,I,Dartmouth,I,5,6,0.0
1999,1998-12-12,Colgate,I,Minnesota-Duluth,I,2,1,1.0
1999,1998-12-12,Denver,I,Alaska-Anchorage,I,1,2,0.0
1999,1998-12-12,RIT,III,Nebraska-Omaha,I,4,2,1.0
1999,1998-12-12,RIT,III,Nebraska-Omaha,I,4,2,1.0
1999,1998-12-12,Western Michigan,I,Bowling Green,I,3,5,0.0
1999,1998-12-12,Connecticut College,III,Elmira,III,4,5,0.0
1999,1998-12-12,Western Michigan,I,Bowling Green,I,3,5,0.0
1999,1998-12-12,Massachusetts,I,New Hampshire,I,2,5,0.0
1999,1998-12-12,Geneseo,III,Alabama-Huntsville,I,2,6,0.0
1999,1998-12-12,Hobart,III,Brockport,III,5,4,1.0
1999,1998-12-12,Wisconsin,I,North Dakota,I,1,4,0.0
1999,1998-12-12,Skidmore,III,Findlay,II,1,9,0.0
1999,1998-12-12,Potsdam,III,Norwich,III,2,11,0.0
1999,1998-12-12,New Hampshire College,II,Framingham State,III,6,4,1.0
1999,1998-12-12,Mercyhurst,II,Hamilton,III,6,2,1.0
1999,1998-12-12,Ferris State,I,Clarkson,I,4,5,0.0
1999,1998-12-12,Johnson and Wales,III,Southern Maine,III,3,4,0.0
1999,1998-12-12,Michigan Tech,I,Lake Superior,I,1,1,0.5
1999,1998-12-12,Gustavus Adolphus,III,St. John's,III,2,4,0.0
1999,1998-12-12,Bemidji State,II,Bentley,II,7,0,1.0
1999,1998-12-12,Fitchburg State,III,Lebanon Valley,III,8,1,1.0
1999,1998-12-12,Concordia (Minn.),III,St. Mary's,III,4,0,1.0
1999,1998-12-12,Northeastern,I,Maine,I,1,5,0.0
1999,1998-12-12,St. Scholastica,III,St. Norbert,III,1,12,0.0
1999,1998-12-12,Mankato State,I,Colorado College,I,3,7,0.0
1999,1998-12-12,Northland,III,Marian,III,1,7,0.0
1999,1998-12-12,St. Thomas,III,Bethel,III,5,2,1.0
1999,1998-12-12,St. Michael's,II,Massachusetts-Dartmouth,III,1,5,0.0
1999,1998-12-12,St. Cloud State,I,Miami,I,4,4,0.5
1999,1998-12-12,Northern Michigan,I,Michigan State,I,1,2,0.0
1999,1998-12-12,Wisconsin-Superior,III,Wisconsin-Stevens Point,III,6,2,1.0
1999,1998-12-12,Wisconsin-Eau Claire,III,Wisconsin-Stout,III,3,8,0.0
1999,1998-12-12,Massachusetts-Lowell,I,Boston University,I,3,4,0.0
1999,1998-12-13,RIT,III,Nebraska-Omaha,I,5,3,1.0
1999,1998-12-13,RIT,III,Nebraska-Omaha,I,5,3,1.0
1999,1998-12-13,Worcester State,III,Salem State,III,0,3,0.0
1999,1998-12-13,Northeastern,I,Maine,I,7,7,0.5
1999,1998-12-13,New Hampshire,I,Massachusetts,I,7,2,1.0
1999,1998-12-18,Harvard,I,Nebraska-Omaha,I,4,1,1.0
1999,1998-12-18,Dartmouth,I,Maine,I,1,7,0.0
1999,1998-12-18,Lawrence,III,Marian,III,4,4,0.5
1999,1998-12-19,Harvard,I,Nebraska-Omaha,I,4,3,1.0
1999,1998-12-19,Wisconsin-Stevens Point,III,St. Scholastica,III,6,3,1.0
1999,1998-12-19,Lawrence,III,Marian,III,1,8,0.0
1999,1998-12-20,Northeastern,I,Princeton,I,4,3,1.0
1999,1998-12-20,Wisconsin-Stevens Point,III,St. Scholastica,III,9,0,1.0
1999,1998-12-21,Rensselaer,I,New Hampshire,I,3,9,0.0
1999,1998-12-21,Colgate,I,Maine,I,3,3,0.5
1999,1998-12-21,Niagara,I,Merrimack,I,3,2,1.0
1999,1998-12-26,Michigan State,I,Northern Michigan,I,5,3,1.0
1999,1998-12-26,Michigan Tech,I,Michigan,I,1,4,0.0
1999,1998-12-27,Lake Superior,I,Denver,I,0,4,0.0
1999,1998-12-27,St. Lawrence,I,Niagara,I,0,7,0.0
1999,1998-12-27,Boston University,I,Ohio State,I,2,1,1.0
1999,1998-12-27,Boston College,I,Colorado College,I,5,3,1.0
1999,1998-12-27,Vermont,I,Mankato State,I,3,0,1.0
1999,1998-12-27,Colgate,I,Miami,I,7,2,1.0
1999,1998-12-27,Bowling Green,I,Cornell,I,3,2,1.0
1999,1998-12-27,Yale,I,Wisconsin,I,4,2,1.0
1999,1998-12-27,Michigan State,I,Michigan,I,3,1,1.0
1999,1998-12-27,Northern Michigan,I,Michigan Tech,I,8,1,1.0
1999,1998-12-27,Princeton,I,Minnesota,I,4,1,1.0
1999,1998-12-27,Air Force,I,Dartmouth,I,1,8,0.0
1999,1998-12-28,Union,I,Minnesota-Duluth,I,2,4,0.0
1999,1998-12-28,Boston College,I,Denver,I,3,4,0.0
1999,1998-12-28,Boston University,I,Princeton,I,0,3,0.0
1999,1998-12-28,Merrimack,I,Rensselaer,I,5,6,0.0
1999,1998-12-28,Niagara,I,Colgate,I,3,2,1.0
1999,1998-12-28,Lake Superior,I,Colorado College,I,2,9,0.0
1999,1998-12-28,Air Force,I,Mankato State,I,3,7,0.0
1999,1998-12-28,St. Lawrence,I,Miami,I,3,4,0.0
1999,1998-12-28,Cornell,I,Wisconsin,I,3,2,1.0
1999,1998-12-28,Bowling Green,I,Yale,I,4,1,1.0
1999,1998-12-28,Ohio State,I,Minnesota,I,6,5,1.0
1999,1998-12-28,Vermont,I,Dartmouth,I,4,1,1.0
1999,1998-12-29,Minnesota-Duluth,I,Rensselaer,I,1,4,0.0
1999,1998-12-29,Babson,III,St. Anselm,II,1,2,0.0
1999,1998-12-29,Wisconsin-River Falls,III,St. Thomas,III,3,4,0.0
1999,1998-12-29,Alabama-Huntsville,I,Mercyhurst,II,3,0,1.0
1999,1998-12-29,Union,I,Merrimack,I,1,4,0.0
1999,1998-12-29,Iona,I,Connecticut,I,3,8,0.0
1999,1998-12-29,Massachusetts,I,Western Michigan,I,3,4,0.0
1999,1998-12-29,Massachusetts,I,Western Michigan,I,3,4,0.0
1999,1998-12-29,St. John's,III,Wisconsin-Stevens Point,III,3,4,0.0
1999,1998-12-30,Babson,III,St. Michael's,II,6,0,1.0
1999,1998-12-30,Wisconsin-Stevens Point,III,St. Thomas,III,7,4,1.0
1999,1998-12-30,Alabama-Huntsville,I,Connecticut,I,3,0,1.0
1999,1998-12-30,Iona,I,Mercyhurst,II,3,8,0.0
1999,1998-12-30,Iona,I,Mercyhurst,II,3,8,0.0
