bowdoin,1992,1991-92,Lee Hunsaker,ECAC D-III East,III,10,6,0,.625,,,,
bowdoin,1991,1990-91,Lee Hunsaker,ECAC D-III East,III,7,6,3,.531,,,,
bowdoin,1990,1989-90,Lee Hunsaker,ECAC D-III East,III,8,8,2,.500,,,,
bowdoin,1989,1988-89,Lee Hunsaker,ECAC D-III East,III,10,7,2,.579,,,,
bowdoin,1988,1987-88,Bobby Jones,ECAC D-III East,III,9,10,0,.474,,,,
bowdoin,1987,1986-87,Bobby Jones,ECAC D-III East,III,8,5,2,.600,,,,
bowdoin,1986,1985-86,Bobby Jones,ECAC D-III East,III,9,5,0,.643,,,,
bowdoin,1985,1984-85,Bobby Jones,ECAC D-III East,III,8,6,0,.571,,,,
brown,2017,2016-17,Robert Kenneally,ECAC,I,2,2,0,.500,,,,
brown,2016,2015-16,Robert Kenneally,ECAC,I,3,23,3,.155,,,,
brown,2015,2014-15,Amy Bourbeau,ECAC,I,5,23,1,.190,,,,
brown,2014,2013-14,Amy Bourbeau,ECAC,I,4,20,5,.224,,,,
brown,2013,2012-13,Amy Bourbeau,ECAC,I,6,20,1,.241,,,,
brown,2012,2011-12,Amy Bourbeau,ECAC,I,8,16,7,.371,,,,
brown,2011,2010-11,Margaret Degidio Murphy,ECAC,I,2,23,4,.138,,,,
brown,2010,2009-10,Margaret Degidio Murphy,ECAC,I,3,21,4,.179,,,,
brown,2009,2008-09,Margaret Degidio Murphy,ECAC,I,7,21,1,.259,,,,
brown,2008,2007-08,Margaret Degidio Murphy,ECAC,I,5,19,5,.259,,,,
brown,2007,2006-07,Margaret Degidio Murphy,ECAC,I,10,17,2,.379,,,,
brown,2006,2005-06,Margaret Degidio Murphy,ECAC,I,15,13,5,.530,,,,
brown,2005,2004-05,Margaret Degidio Murphy,ECAC,I,15,15,2,.500,,,,
brown,2004,2003-04,Margaret Degidio Murphy,ECAC,I,18,11,2,.613,,,,
brown,2003,2002-03,Margaret Degidio Murphy,ECAC,I,14,14,4,.500,,,,
brown,2002,2001-02,Margaret Degidio Murphy,ECAC,I,25,8,2,.743,,,x,x (2)
brown,2001,2000-01,Margaret Degidio Murphy,ECAC,I,19,7,3,.707,,,,
brown,2000,1999-00,Margaret Degidio Murphy,ECAC,I,25,4,3,.828,,x,x,
brown,1999,1998-99,Margaret Degidio Murphy,ECAC,I,20,7,4,.710,,,,
brown,1998,1997-98,Margaret Degidio Murphy,ECAC,I,22,7,4,.727,,,x,
brown,1997,1996-97,Margaret Degidio Murphy,ECAC,I,28,2,1,.919,,x,,
brown,1996,1995-96,Margaret Degidio Murphy,ECAC,I,16,4,5,.740,,x,,
brown,1995,1994-95,Margaret Degidio Murphy,ECAC,I,16,4,3,.761,,x,,
brown,1994,1993-94,Margaret Degidio Murphy,ECAC,I,16,5,0,.762,,,,
brown,1993,1992-93,Margaret Degidio Murphy,ECAC,I,15,8,1,.646,,,,
brown,1992,1991-92,Margaret Degidio Murphy,ECAC,I,10,11,0,.476,,,,
brown,1991,1990-91,Margaret Degidio Murphy,ECAC,I,8,11,0,.421,,,,
brown,1990,1989-90,Margaret Degidio Murphy,ECAC,I,9,11,2,.455,,,,
brown,1989,1988-89,Steve Shea,ECAC,I,10,9,1,.525,,,,
brown,1988,1987-88,Steve Shea,ECAC,I,6,12,0,.333,,,,
brown,1987,1986-87,Steve Shea,ECAC,I,4,9,2,.333,,,,
brown,1986,1985-86,Steve Shea,ECAC,I,12,6,2,.650,,,,
brown,1985,1984-85,Steve Shea,ECAC,I,11,7,0,.611,,,,
brown,1984,1983-84,Steve Shea,ECAC,I,12,10,0,.545,,,,
brown,1983,1982-83,Steve Shea,ECAC,I,7,13,0,.350,,,,
brown,1982,1981-82,Steve Shea,ECAC,I,5,12,1,.306,,,,
brown,1981,1980-81,Steve Shea,ECAC,I,8,10,1,.447,,,,
brown,1980,1979-80,Steve Shea,ECAC,I,10,10,1,.500,,,,
brown,1979,1978-79,Steve Shea,ECAC,I,6,12,1,.342,,,,
brown,1978,1977-78,Steve Shea,ECAC,I,8,7,0,.533,,,,
brown,1977,1976-77,Steve Shea,ECAC,I,10,4,0,.714,,,,
brown,1976,1975-76,Steve Shea,ECAC,I,6,6,0,.500,,,,
brown,1975,1974-75,Steve Shea,ECAC,I,6,3,0,.667,,,,
brown,1974,1973-74,No Coach,ECAC,I,3,5,0,.375,,,,
brown,1973,1972-73,No Coach,ECAC,I,3,2,0,.600,,,,
brown,1972,1971-72,No Coach,ECAC,I,3,1,0,.750,,,,
brown,1971,1970-71,No Coach,ECAC,I,1,2,0,.333,,,,
brown,1970,1969-70,No Coach,ECAC,I,1,1,0,.500,,,,
brown,1968,1967-68,No Coach,ECAC,I,0,1,0,.000,,,,
buffalo-state,2017,2016-17,Candice Moxley,ECAC West,III,2,0,1,.833,,,,
buffalo-state,2016,2015-16,Candice Moxley,ECAC West,III,18,8,0,.692,,,,
buffalo-state,2015,2014-15,Candice Moxley,ECAC West,III,10,13,3,.442,,,,
buffalo-state,2014,2013-14,Candice Moxley,ECAC West,III,3,21,2,.154,,,,
buffalo-state,2013,2012-13,Robert Burke,ECAC West,III,6,18,1,.260,,,,
buffalo-state,2012,2011-12,Robert Burke,ECAC West,III,7,16,2,.320,,,,
buffalo-state,2011,2010-11,Robert Burke,ECAC West,III,9,14,1,.396,,,,
buffalo-state,2010,2009-10,Robert Burke,ECAC West,III,9,14,1,.396,,,,
buffalo-state,2009,2008-09,Robert Burke,ECAC West,III,2,18,4,.167,,,,
buffalo-state,2008,2007-08,Robert Burke,ECAC West,III,7,12,3,.386,,,,
buffalo-state,2007,2006-07,Robert Burke,ECAC West,III,7,15,1,.326,,,,
buffalo-state,2006,2005-06,Bob Filighera,ECAC West,III,7,14,2,.348,,,,
buffalo-state,2005,2004-05,Bob Filighera,ECAC West,III,5,13,1,.289,,,,
buffalo-state,2004,2003-04,Bob Filighera,ECAC West,III,4,18,3,.220,,,,
buffalo-state,2003,2002-03,Bob Filighera,ECAC West,III,5,15,3,.283,,,,
buffalo-state,2002,2001-02,Bob Filighera,ECAC West,III,7,14,1,.341,,,,
buffalo-state,2001,2000-01,Bob Filighera,D-III Independent,III,11,4,1,.719,,,,
buffalo-state,2000,1999-00,Bob Filighera,D-III Independent,III,6,10,0,.375,,,,
canton,2017,2016-17,Dave LaBaff,Colonial Hockey,III,2,0,0,1.000,,,,
canton,2016,2015-16,Dave LaBaff,Colonial Hockey,III,7,18,1,.288,,,,
canton,2015,2014-15,Dave LaBaff,D-III Independent,III,2,22,1,.100,,,,
canton,2014,2013-14,Melissa Lomanto,D-III Independent,III,8,14,3,.380,,,,
castleton,2017,2016-17,"David ""DJ"" Fimiani",NEHC,III,0,1,0,.000,,,,
castleton,2016,2015-16,Steph Moberg,NEHC,III,17,8,2,.667,,,,
castleton,2015,2014-15,Steph Moberg,ECAC D-III East,III,14,12,2,.536,,,,
castleton,2014,2013-14,Bill Bowes,ECAC D-III East,III,16,10,2,.607,,,,
castleton,2013,2012-13,Bill Bowes,ECAC D-III East,III,9,12,5,.442,,,,
castleton,2012,2011-12,Bill Bowes,ECAC D-III East,III,10,14,2,.423,,,,
castleton,2011,2010-11,Bethany Torrice,ECAC D-III East,III,5,19,2,.231,,,,
castleton,2010,2009-10,Bethany Torrice,ECAC D-III East,III,5,20,1,.212,,,,
castleton,2009,2008-09,Bethany Torrice,ECAC D-III East,III,6,20,0,.231,,,,
castleton,2008,2007-08,Craig Stone,ECAC D-III East,III,5,16,4,.280,,,,
castleton,2007,2006-07,Craig Paiement,ECAC D-III East,III,5,20,0,.200,,,,
castleton,2006,2005-06,Nicholas Camp,ECAC D-III East,III,7,18,0,.280,,,,
castleton,2005,2004-05,Nicholas Camp,ECAC D-III East,III,3,22,0,.120,,,,
chatham,2017,2016-17,Jason Evans,ECAC West,III,0,0,0,.000,,,,
chatham,2016,2015-16,Jason Evans,ECAC West,III,8,15,1,.354,,,,
chatham,2015,2014-15,Jason Evans,ECAC West,III,10,14,1,.420,,,,
chatham,2014,2013-14,Jason Evans,ECAC West,III,4,19,2,.200,,,,
chatham,2013,2012-13,Jason Evans,ECAC West,III,2,18,0,.100,,,,
chatham,2012,2011-12,Jason Evans,ECAC West,III,0,18,0,.000,,,,
chatham,2011,2010-11,Jason Evans,ECAC West,III,0,18,0,.000,,,,
chatham,2010,2009-10,Phoebe Manchester,ECAC West,III,5,15,3,.283,,,,
chatham,2009,2008-09,Phoebe Manchester,ECAC West,III,4,19,1,.188,,,,
chatham,2008,2007-08,Phoebe Manchester,ECAC West,III,1,22,0,.043,,,,
chatham,2007,2006-07,Lainie Wintrup,ECAC West,III,0,18,1,.026,,,,
chatham,2006,2005-06,Lainie Wintrup,ECAC West,III,0,16,0,.000,,,,
chatham,2005,2004-05,Tara McMillen,ECAC West,III,0,18,0,.000,,,,
chatham,2004,2003-04,Tara McMillen,ECAC West,III,0,14,0,.000,,,,
chatham,2003,2002-03,Mike Joseph,ECAC West,III,0,14,0,.000,,,,
clarkson,2017,2016-17,Matt Desrosiers,ECAC,I,6,3,1,.650,,,,
clarkson,2016,2015-16,Matt Desrosiers,ECAC,I,30,5,5,.812,,,,
clarkson,2015,2014-15,Matt Desrosiers,ECAC,I,24,11,3,.671,,x,,x
clarkson,2014,2013-14,Shannon & Matt Desrosiers,ECAC,I,31,5,5,.817,,x,,x (1)
clarkson,2013,2012-13,Shannon & Matt Desrosiers,ECAC,I,28,10,0,.737,,,,x
clarkson,2012,2011-12,Shannon & Matt Desrosiers,ECAC,I,22,10,5,.662,,,,
clarkson,2011,2010-11,Shannon & Matt Desrosiers,ECAC,I,14,17,6,.459,,,,
clarkson,2010,2009-10,Shannon & Matt Desrosiers,ECAC,I,23,12,5,.637,,,,x
clarkson,2009,2008-09,Shannon & Matt Desrosiers,ECAC,I,16,14,6,.528,,,,
clarkson,2008,2007-08,Rick Seeley,ECAC,I,24,9,5,.697,,,,
clarkson,2007,2006-07,Rick Seeley,ECAC,I,18,15,3,.542,,,,
clarkson,2006,2005-06,Rick Seeley,ECAC,I,22,14,1,.608,,,,
clarkson,2005,2004-05,Rick Seeley,ECAC,I,13,17,6,.444,,,,
clarkson,2004,2003-04,Rick Seeley,D-I Independent,I,16,12,3,.565,,,,
colby,2017,2016-17,Holly Tyng,NESCAC,III,0,0,0,.000,,,,
colby,2016,2015-16,Mallory Michaeles,NESCAC,III,6,16,3,.300,,,,
colby,2015,2014-15,Mallory Michaeles,NESCAC,III,14,11,0,.560,,,,
colby,2014,2013-14,Mallory Michaeles,NESCAC,III,10,14,2,.423,,,,
colby,2013,2012-13,David Venditti,NESCAC,III,10,15,0,.400,,,,
colby,2012,2011-12,David Venditti,NESCAC,III,6,17,2,.280,,,,
colby,2011,2010-11,David Venditti,NESCAC,III,9,16,0,.360,,,,
colby,2010,2009-10,David Venditti,NESCAC,III,3,17,5,.220,,,,
colby,2009,2008-09,David Venditti,NESCAC,III,12,11,3,.519,,,,
colby,2008,2007-08,David Venditti,NESCAC,III,15,9,3,.611,,,,
colby,2007,2006-07,David Venditti,NESCAC,III,9,11,5,.460,,,,
colby,2006,2005-06,David Venditti,NESCAC,III,15,8,1,.646,,,,
colby,2005,2004-05,David Venditti,NESCAC,III,7,11,3,.405,,,,
colby,2004,2003-04,Jen Holsten,NESCAC,III,4,18,1,.196,,,,
colby,2003,2002-03,Jen Holsten,NESCAC,III,9,14,1,.396,,,,
colby,2002,2001-02,Jen Holsten,NESCAC,III,13,6,2,.667,,,,
colgate,2017,2016-17,Greg Fargo,ECAC,I,8,0,1,.944,,,,
colgate,2016,2015-16,Greg Fargo,ECAC,I,22,9,7,.671,,,,
colgate,2015,2014-15,Greg Fargo,ECAC,I,7,25,2,.235,,,,
colgate,2014,2013-14,Greg Fargo,ECAC,I,10,22,2,.324,,,,
colgate,2013,2012-13,Greg Fargo,ECAC,I,11,21,3,.357,,,,
colgate,2012,2011-12,Scott Wiley,ECAC,I,10,21,2,.333,,,,
colgate,2011,2010-11,Scott Wiley,ECAC,I,11,19,3,.379,,,,
colgate,2010,2009-10,Scott Wiley,ECAC,I,12,20,4,.389,,,,
colgate,2009,2008-09,Scott Wiley,ECAC,I,19,14,3,.569,,,,
colgate,2008,2007-08,Scott Wiley,ECAC,I,12,17,5,.426,,,,
colgate,2007,2006-07,Scott Wiley,ECAC,I,17,15,2,.529,,,,
colgate,2006,2005-06,Scott Wiley,ECAC,I,12,15,7,.456,,,,
colgate,2005,2004-05,Scott Wiley,ECAC,I,16,15,4,.514,,,,
colgate,2004,2003-04,Scott Wiley,ECAC,I,16,17,3,.486,,,,
colgate,2003,2002-03,Scott Wiley,ECAC,I,12,21,1,.368,,,,
colgate,2002,2001-02,Ted Wisner,ECAC,I,11,20,2,.364,,,,
colgate,2001,2000-01,Ted Wisner,ECAC D-III East,I,15,8,3,.635,,,,
colgate,2000,1999-00,Ted Wisner,ECAC D-III East,I,21,4,0,.840,,,,
colgate,1999,1998-99,Braden Houston,ECAC D-III East,I,16,5,2,.739,,,,
colgate,1998,1997-98,Braden Houston,ECAC D-III East,I,9,12,2,.435,,,,
concordia-mn,2017,2016-17,Jason Gregoire,MIAC,III,0,0,0,.000,,,,
concordia-mn,2016,2015-16,Jason Gregoire,MIAC,III,14,12,1,.537,,,,
concordia-mn,2015,2014-15,Jason Gregoire,MIAC,III,10,13,3,.442,,,,
concordia-mn,2014,2013-14,Sarah Erickson,MIAC,III,13,10,4,.556,,,,
concordia-mn,2013,2012-13,Brett Bruininks,MIAC,III,13,8,5,.596,,,,
concordia-mn,2012,2011-12,Brett Bruininks,MIAC,III,15,6,5,.673,,,,x
concordia-mn,2011,2010-11,Brett Bruininks,MIAC,III,15,8,4,.630,,,,
concordia-mn,2010,2009-10,Ace Gregg,MIAC,III,12,11,2,.520,,,,
concordia-mn,2009,2008-09,Ace Gregg,MIAC,III,10,11,5,.481,,,,
concordia-mn,2008,2007-08,Ace Gregg,MIAC,III,10,12,2,.458,,,,
concordia-mn,2007,2006-07,Ace Gregg,MIAC,III,9,11,2,.455,,,,
concordia-mn,2006,2005-06,Kerry Norman,MIAC,III,6,14,3,.326,,,,
concordia-mn,2005,2004-05,Kerry Norman,MIAC,III,4,18,2,.208,,,,
concordia-mn,2004,2003-04,Kerry Norman,MIAC,III,8,12,0,.400,,,,
concordia-mn,2003,2002-03,Kerry Norman,MIAC,III,14,8,1,.630,,,,
concordia-mn,2002,2001-02,Arnie Caplan,MIAC,III,13,9,1,.587,,,,
concordia-mn,2001,2000-01,Deb Lien,MIAC,III,13,9,0,.591,,,,
